Furniture Name	Y/N	Quality	Crafting Station	Category	Mat1	Q1	MatPrice1	Mat2	Q2	MatPrice2	Mat3	Q3	MatPrice3	Mat4	Q4	MatPrice4	Mat5	Q5	MatPrice5	Mat6	Q6	MatPrice6	Rarity Bonus	Total	Rounded Total
Khajiit Footlocker, Arched		Epic	Blacksmithing	Suite	Regulus	13	100	Mundane Rune	8	1200	Heartwood	9	1200	Moonstone	15	15	Grain Solvent	3	700				5000	29025	30000
Khajiit Frame, Arched		Fine	Woodworking	Courtyard	Heartwood	6	1200	Moonstone	5	15	Pitch	9	100										1000	9175	10000
Khajiit Jug, Amber		Superior	Provisioning	Hearth	Decorative Wax	6	750	Mundane Rune	4	1200	Alchemical Resin	5	30	Moonstone	10	15	Bervez Juice	3	150				2000	12050	13000
Khajiit Lantern, Hanging		Superior	Blacksmithing	Lighting	Regulus	7	100	Mundane Rune	5	1200	Alchemical Resin	5	30	Moonstone	10	15	Rakeipa	8	140	Dwarven Oil	6	22	2000	10252	11000
Khajiit Loft, Reed		Fine	Clothing	Structures	Bast	7	30	Heartwood	4	1200	Moonstone	5	15	Hemming	9	15							1000	6220	7000
Khajiit Nightstand, Gilded		Superior	Woodworking	Suite	Heartwood	8	1200	Regulus	6	100	Alchemical Resin	5	30	Moonstone	10	15	Turpen	6	30				2000	12680	13000
Khajiit Pillow, Crescents		Epic	Clothing	Suite	Bast	12	30	Mundane Rune	8	1200	Alchemical Resin	8	30	Moonstone	15	15	Elegant Lining	3	300				5000	16325	17000
Khajiit Pillow, Roll		Epic	Clothing	Suite	Bast	12	30	Mundane Rune	8	1200	Alchemical Resin	8	30	Moonstone	15	15	Elegant Lining	3	300				5000	16325	17000
Khajiit Pitcher, Amber		Superior	Provisioning	Hearth	Decorative Wax	6	750	Mundane Rune	5	1200	Alchemical Resin	4	30	Moonstone	10	15	Bervez Juice	3	150				2000	13220	14000
Khajiit Rug, Moons		Epic	Clothing	Parlor	Bast	12	30	Mundane Rune	8	1200	Alchemical Resin	8	30	Moonstone	15	15	Elegant Lining	3	300				5000	16325	17000
Khajiit Rug, Sun		Epic	Clothing	Parlor	Bast	12	30	Mundane Rune	8	1200	Alchemical Resin	8	30	Moonstone	15	15	Elegant Lining	3	300				5000	16325	17000
Khajiit Sconce, Spiked		Epic	Blacksmithing	Lighting	Regulus	12	100	Mundane Rune	8	1200	Decorative Wax	8	750	Moonstone	15	15	Rakeipa	16	140	Grain Solvent	3	700	5000	26365	27000
Khajiit Sigil, Moon Cycle		Legendary	Enchanting	Undercroft	Mundane Rune	15	1200	Alchemical Resin	13	30	Ochre	9	15	Decorative Wax	9	750	Moonstone	20	15	Kuta	1	3500	10000	39075	40000
Khajiit Signpost, Fortified		Fine	Woodworking	Courtyard	Heartwood	6	1200	Regulus	3	100	Moonstone	5	15	Pitch	9	100							1000	9475	10000
Khajiit Skooma Bubbler		Epic	Provisioning	Parlor	Decorative Wax	9	750	Regulus	7	100	Mundane Rune	6	1200	Moonstone	15	15	Frost Mirriam	3	70				5000	20085	21000
Khajiit Sofa, Padded		Epic	Clothing	Parlor	Bast	14	30	Regulus	8	100	Heartwood	10	1200	Moonstone	15	15	Elegant Lining	3	300				5000	19345	20000
Khajiit Statue, Guardian		Legendary	Enchanting	Courtyard	Mundane Rune	15	1200	Regulus	13	100	Alchemical Resin	13	30	Moonstone	20	15	Kuta	1	3500				10000	33490	34000
Khajiit Stool, Crescent		Fine	Clothing	Workshop	Bast	5	30	Moonstone	5	15	Hemming	9	15										1000	1360	2000
Khajiit Table, Formal		Superior	Woodworking	Dining	Heartwood	9	1200	Moonstone	10	15	Turpen	6	30										2000	13130	14000
Khajiit Table, Round		Epic	Woodworking	Parlor	Heartwood	11	1200	Moonstone	15	15	Regulus	8	100	Mundane Rune	7	1200	Mastic	3	1500				5000	32125	33000
Khajiit Tent, Mercantile		Superior	Woodworking	Structures	Heartwood	11	1200	Bast	7	30	Moonstone	10	15	Turpen	6	30							2000	15740	16000
Khajiit Tent, Storage		Superior	Woodworking	Structures	Heartwood	12	1200	Regulus	7	100	Bast	8	30	Moonstone	10	15	Turpen	6	30				2000	17670	18000
Khajiit Tent, Vacation		Epic	Woodworking	Structures	Heartwood	14	1200	Regulus	9	100	Bast	9	30	Moonstone	15	15	Mastic	3	1500				5000	27695	28000
Khajiit Trunk, Arched		Superior	Woodworking	Suite	Heartwood	10	1200	Regulus	7	100	Alchemical Resin	6	30	Moonstone	10	15	Turpen	6	30				2000	15210	16000
Khajiit Urn, Amber		Epic	Provisioning	Undercroft	Decorative Wax	8	750	Regulus	6	100	Mundane Rune	6	1200	Moonstone	15	15	Frost Mirriam	3	70				5000	19235	20000
Khajiit Vase, Amber		Fine	Provisioning	Hearth	Decorative Wax	4	750	Moonstone	5	15	Flour	20	60										1000	5275	6000
Khajiit Vessel, Amber		Epic	Provisioning	Parlor	Decorative Wax	8	750	Regulus	6	100	Mundane Rune	6	1200	Moonstone	15	15	Frost Mirriam	3	70				5000	19235	20000
Khajiit Vial, Amber		Epic	Provisioning	Hearth	Decorative Wax	8	750	Regulus	6	100	Mundane Rune	6	1200	Moonstone	15	15	Frost Mirriam	3	70				5000	19235	20000
Khajiit Wagon, Reed		Superior	Woodworking	Courtyard	Heartwood	13	1200	Regulus	8	100	Bast	8	30	Moonstone	10	15	Turpen	6	30				2000	18970	19000
Khajiit Wardrobe, Arched		Epic	Woodworking	Suite	Heartwood	12	1200	Bast	8	30	Mundane Rune	8	1200	Moonstone	15	15	Mastic	3	1500				5000	33965	34000
Lantern, Hanging		Superior	Blacksmithing	Lighting	Regulus	9	100	Mundane Rune	5	1200	Alchemical Resin	6	30	Nickel	10	15	Rakeipa	1	140	Dwarven Oil	6	22	2000	9502	10000
Lantern, Stationary		Superior	Blacksmithing	Lighting	Regulus	9	100	Alchemical Resin	6	30	Mundane Rune	5	1200	Nickel	10	15	Rakeipa	1	140	Dwarven Oil	6	22	2000	9502	10000
Lettuce, Display		Fine	Provisioning	Hearth	Decorative Wax	3	750	Nickel	5	15	Greens	2	10	Flour	20	60							1000	4545	5000
Leyawiin Alcove, Castle		Superior	Enchanting	Structures	Mundane Rune	9	1200	Regulus	6	100	Ivory Brigade Clasp	1	4500	Denata	6	8							2000	17948	18000
Leyawiin Amphora, Elegant		Epic	Enchanting	Hearth	Mundane Rune	13	1200	Regulus	10	100	Alchemical Resin	7	30	Ivory Brigade Clasp	2	4500	Rekuta	3	70				5000	31020	32000
Leyawiin Archway, Garden		Superior	Enchanting	Structures	Mundane Rune	9	1200	Regulus	6	100	Ivory Brigade Clasp	1	4500	Denata	6	8							2000	17948	18000
Leyawiin Armchair, Backless		Superior	Woodworking	Dining	Heartwood	9	1200	Alchemical Resin	6	30	Ivory Brigade Clasp	1	4500	Turpen	6	30							2000	17660	18000
Leyawiin Armchair, Cushioned		Epic	Woodworking	Dining	Heartwood	13	1200	Bast	10	30	Alchemical Resin	7	30	Ivory Brigade Clasp	2	4500	Mastic	3	1500				5000	34610	35000
Leyawiin Banner, Abstract		Fine	Clothing	Parlor	Bast	5	30	Alchemical Resin	4	30	Ivory Brigade Clasp	1	4500	Hemming	9	15							1000	5905	6000
Leyawiin Basket, Hamper Tall		Superior	Clothing	Hearth	Bast	9	30	Heartwood	6	1200	Ivory Brigade Clasp	1	4500	Embroidery	6	21							2000	14096	15000
Leyawiin Basket, Hamper Wide		Superior	Clothing	Hearth	Bast	9	30	Heartwood	6	1200	Ivory Brigade Clasp	1	4500	Embroidery	6	21							2000	14096	15000
Leyawiin Basket, Open		Fine	Clothing	Hearth	Bast	5	30	Ivory Brigade Clasp	1	4500	Hemming	9	15										1000	5785	6000
Leyawiin Bed, Formal Double		Epic	Clothing	Suite	Bast	13	30	Heartwood	10	1200	Alchemical Resin	7	30	Ivory Brigade Clasp	2	4500	Elegant Lining	3	300				5000	27500	28000
Leyawiin Bed, Formal Single		Epic	Clothing	Suite	Bast	13	30	Heartwood	10	1200	Alchemical Resin	7	30	Ivory Brigade Clasp	2	4500	Elegant Lining	3	300				5000	27500	28000
Leyawiin Bed, Sturdy Single		Superior	Clothing	Suite	Bast	9	30	Heartwood	6	1200	Ivory Brigade Clasp	1	4500	Embroidery	6	21							2000	14096	15000
Leyawiin Bench, Cushioned		Epic	Woodworking	Dining	Heartwood	13	1200	Bast	10	30	Alchemical Resin	7	30	Ivory Brigade Clasp	2	4500	Mastic	3	1500				5000	34610	35000
Leyawiin Bench, Cushioned Wide		Epic	Woodworking	Dining	Heartwood	13	1200	Bast	10	30	Alchemical Resin	7	30	Ivory Brigade Clasp	2	4500	Mastic	3	1500				5000	34610	35000
Leyawiin Bench, Formal Wide		Superior	Woodworking	Dining	Heartwood	9	1200	Alchemical Resin	6	30	Ivory Brigade Clasp	1	4500	Turpen	6	30							2000	17660	18000
Leyawiin Bench, Sturdy		Fine	Woodworking	Dining	Heartwood	5	1200	Alchemical Resin	4	30	Ivory Brigade Clasp	1	4500	Pitch	9	100							1000	12520	13000
Leyawiin Bookcase, Grand Filled		Epic	Woodworking	Library	Heartwood	13	1200	Clean Pelt	10	8	Ochre	6	15	Ivory Brigade Clasp	2	4500	Mastic	3	1500	Zircon Grains	1	8700	5000	42970	43000
Leyawiin Bookcase, Narrow		Superior	Woodworking	Library	Heartwood	9	1200	Alchemical Resin	6	30	Ivory Brigade Clasp	1	4500	Turpen	6	30							2000	17660	18000
Leyawiin Bookcase, Narrow Filled		Epic	Woodworking	Library	Heartwood	13	1200	Alchemical Resin	9	30	Clean Pelt	7	8	Ivory Brigade Clasp	2	4500	Mastic	3	1500				5000	34426	35000
Leyawiin Bookcase, Short		Superior	Woodworking	Library	Heartwood	9	1200	Alchemical Resin	6	30	Ivory Brigade Clasp	1	4500	Turpen	6	30							2000	17660	18000
Leyawiin Bookcase, Tall		Superior	Woodworking	Library	Heartwood	9	1200	Alchemical Resin	6	30	Ivory Brigade Clasp	1	4500	Turpen	6	30							2000	17660	18000
Leyawiin Bookcase, Tall Filled		Epic	Woodworking	Library	Heartwood	13	1200	Alchemical Resin	9	30	Clean Pelt	7	8	Ivory Brigade Clasp	2	4500	Mastic	3	1500				5000	34426	35000
Leyawiin Bowl, Lobster Stew		Superior	Provisioning	Hearth	Decorative Wax	7	750	Regulus	6	100	Ivory Brigade Clasp	1	4500	Bervez Juice	3	150	Fish	10	7				2000	12870	13000
Leyawiin Bowl, Squid Special		Legendary	Provisioning	Hearth	Decorative Wax	11	750	Alchemical Resin	13	30	Ochre	8	15	Ivory Brigade Clasp	2	4500	Perfect Roe	1	60000	Fish	20	7	10000	87900	88000
Leyawiin Brazier, Copper		Epic	Blacksmithing	Lighting	Regulus	13	100	Mundane Rune	10	1200	Heartwood	7	1200	Ivory Brigade Clasp	2	4500	Grain Solvent	3	700	Rakeipa	7	140	5000	38780	39000
Leyawiin Brazier, Iron		Superior	Blacksmithing	Lighting	Regulus	9	100	Mundane Rune	6	1200	Ivory Brigade Clasp	1	4500	Dwarven Oil	6	22	Rakeipa	4	140				2000	15292	16000
Leyawiin Brazier, Short Iron Serpent		Superior	Blacksmithing	Lighting	Regulus	9	100	Mundane Rune	6	1200	Ivory Brigade Clasp	1	4500	Dwarven Oil	6	22	Rakeipa	4	140				2000	15292	16000
Leyawiin Brazier, Tall Copper Serpent		Epic	Blacksmithing	Lighting	Regulus	13	100	Mundane Rune	10	1200	Heartwood	7	1200	Ivory Brigade Clasp	2	4500	Grain Solvent	3	700	Rakeipa	7	140	5000	38780	39000
Leyawiin Cabinet, Formal		Epic	Woodworking	Hearth	Heartwood	13	1200	Alchemical Resin	9	30	Ochre	6	15	Ivory Brigade Clasp	2	4500	Mastic	3	1500				5000	34460	35000
Leyawiin Cabinet, Sturdy		Superior	Woodworking	Hearth	Heartwood	9	1200	Regulus	6	100	Ivory Brigade Clasp	1	4500	Turpen	6	30							2000	18080	19000
Leyawiin Canopy, Merchant		Fine	Clothing	Structures	Bast	5	30	Ivory Brigade Clasp	1	4500	Hemming	9	15										1000	5785	6000
Leyawiin Carpet, Grand Carmine Octad		Epic	Clothing	Parlor	Bast	13	30	Alchemical Resin	9	30	Mundane Rune	7	1200	Ivory Brigade Clasp	2	4500	Elegant Lining	3	300				5000	23960	24000
Leyawiin Carpet, Large Carmine Octad		Superior	Clothing	Parlor	Bast	9	30	Alchemical Resin	6	30	Ivory Brigade Clasp	1	4500	Embroidery	6	21							2000	7076	8000
Leyawiin Carpet, Large Misty Octad		Superior	Clothing	Parlor	Bast	9	30	Alchemical Resin	6	30	Ivory Brigade Clasp	1	4500	Embroidery	6	21							2000	7076	8000
Leyawiin Carpet, Misty Octad		Fine	Clothing	Parlor	Bast	5	30	Alchemical Resin	4	30	Ivory Brigade Clasp	1	4500	Hemming	9	15							1000	5905	6000
Leyawiin Censer, Iron Stand		Epic	Blacksmithing	Undercroft	Heartwood	10	1200	Regulus	13	100	Ochre	6	15	Ivory Brigade Clasp	2	4500	Mastic	3	1500				5000	31890	32000
Leyawiin Censer, Serpents		Epic	Blacksmithing	Undercroft	Heartwood	10	1200	Regulus	13	100	Ochre	6	15	Ivory Brigade Clasp	2	4500	Mastic	3	1500				5000	31890	32000
Leyawiin Chair, Slatted		Fine	Woodworking	Dining	Heartwood	5	1200	Ivory Brigade Clasp	1	4500	Pitch	9	100										1000	12400	13000
Leyawiin Chandelier, Brass		Epic	Blacksmithing	Lighting	Regulus	13	100	Mundane Rune	10	1200	Heartwood	7	1200	Ivory Brigade Clasp	2	4500	Grain Solvent	3	700	Rakeipa	7	140	5000	38780	39000
Leyawiin Chandelier, Grand Brass		Epic	Blacksmithing	Lighting	Regulus	13	100	Mundane Rune	10	1200	Heartwood	7	1200	Ivory Brigade Clasp	2	4500	Grain Solvent	3	700	Rakeipa	7	140	5000	38780	39000
Leyawiin Chandelier, Twin Lanterns		Superior	Blacksmithing	Lighting	Regulus	10	100	Mundane Rune	5	1200	Heartwood	5	1200	Ivory Brigade Clasp	1	4500	Dwarven Oil	6	22	Rakeipa	4	140	2000	20192	21000
Leyawiin Clothesline, Pulleys		Superior	Clothing	Hearth	Bast	9	30	Regulus	6	100	Ivory Brigade Clasp	1	4500	Embroidery	6	21							2000	7496	8000
Leyawiin Column, Castle		Superior	Enchanting	Structures	Mundane Rune	9	1200	Regulus	6	100	Ivory Brigade Clasp	1	4500	Denata	6	8							2000	17948	18000
Leyawiin Corncobs, Triple		Fine	Provisioning	Hearth	Decorative Wax	4	750	Ivory Brigade Clasp	1	4500	Corn	5	10										1000	8550	9000
Leyawiin Counter, Corner		Superior	Woodworking	Dining	Heartwood	9	1200	Regulus	6	100	Ivory Brigade Clasp	1	4500	Turpen	6	30							2000	18080	19000
Leyawiin Counter, Long		Superior	Woodworking	Dining	Heartwood	9	1200	Regulus	6	100	Ivory Brigade Clasp	1	4500	Turpen	6	30							2000	18080	19000
Leyawiin Counter, Wide Merchant		Epic	Woodworking	Dining	Heartwood	13	1200	Regulus	10	100	Mundane Rune	7	1200	Ivory Brigade Clasp	2	4500	Mastic	3	1500				5000	43500	44000
Leyawiin Cupboard, Formal		Epic	Woodworking	Hearth	Heartwood	13	1200	Alchemical Resin	9	30	Ochre	6	15	Ivory Brigade Clasp	2	4500	Mastic	3	1500				5000	34460	35000
Leyawiin Cupboard, Formal Display		Epic	Woodworking	Hearth	Heartwood	13	1200	Alchemical Resin	9	30	Ochre	6	15	Ivory Brigade Clasp	2	4500	Mastic	3	1500				5000	34460	35000
Leyawiin Cupboard, Sturdy		Superior	Woodworking	Hearth	Heartwood	9	1200	Regulus	6	100	Ivory Brigade Clasp	1	4500	Turpen	6	30							2000	18080	19000
Leyawiin Desk, Formal		Epic	Woodworking	Library	Heartwood	13	1200	Alchemical Resin	9	30	Ochre	6	15	Ivory Brigade Clasp	2	4500	Mastic	3	1500				5000	34460	35000
Leyawiin Divider, Carved Starfish		Legendary	Woodworking	Suite	Heartwood	15	1200	Ochre	10	15	Regulus	13	100	Decorative Wax	9	750	Ivory Brigade Clasp	2	4500	Rosin	1	4500	10000	49700	50000
Leyawiin Divider, Octopus		Epic	Woodworking	Suite	Heartwood	13	1200	Ochre	7	15	Alchemical Resin	7	30	Ivory Brigade Clasp	2	4500	Mastic	3	1500				5000	34415	35000
Leyawiin Divider, Sturdy		Fine	Woodworking	Suite	Heartwood	5	1200	Ivory Brigade Clasp	1	4500	Pitch	9	100										1000	12400	13000
Leyawiin Door, Castle		Epic	Woodworking	Structures	Heartwood	13	1200	Regulus	10	100	Ochre	6	15	Ivory Brigade Clasp	2	4500	Mastic	3	1500				5000	35190	36000
Leyawiin Door, Wooden		Superior	Woodworking	Structures	Heartwood	9	1200	Regulus	6	100	Ivory Brigade Clasp	1	4500	Turpen	6	30							2000	18080	19000
Leyawiin Doorway, Wooden Frame		Superior	Woodworking	Structures	Heartwood	9	1200	Regulus	6	100	Ivory Brigade Clasp	1	4500	Turpen	6	30							2000	18080	19000
Leyawiin End Table, Formal Round		Superior	Woodworking	Dining	Heartwood	9	1200	Alchemical Resin	6	30	Ivory Brigade Clasp	1	4500	Turpen	6	30							2000	17660	18000
Leyawiin Firepit, Stone		Superior	Enchanting	Lighting	Mundane Rune	9	1200	Heartwood	6	1200	Ivory Brigade Clasp	1	4500	Denata	6	8	Rakeipa	4	140				2000	25108	26000
Leyawiin Gate, Wooden Garden		Superior	Woodworking	Structures	Heartwood	9	1200	Regulus	6	100	Ivory Brigade Clasp	1	4500	Turpen	6	30							2000	18080	19000
Leyawiin Gravy Boat, Silver		Superior	Provisioning	Hearth	Decorative Wax	7	750	Regulus	6	100	Ivory Brigade Clasp	1	4500	Bervez Juice	3	150							2000	12800	13000
Leyawiin Hand Mirror, Lacquered		Superior	Jewelry	Suite	Ochre	6	15	Regulus	6	100	Ivory Brigade Clasp	1	4500	Iridium Plating	2	15500							2000	38190	39000
Leyawiin Hand Mirror, Silver		Epic	Jewelry	Suite	Ochre	9	15	Regulus	10	100	Alchemical Resin	7	30	Ivory Brigade Clasp	2	4500	Zircon Plating	1	85000				5000	100345	101000
Leyawiin Hearth, Carved Wood		Legendary	Enchanting	Structures	Mundane Rune	15	1200	Heartwood	10	1200	Regulus	10	100	Decorative Wax	10	750	Ivory Brigade Clasp	2	4500	Rosin	1	4500	10000	62000	62000
Leyawiin Hearth, Masonry		Epic	Enchanting	Structures	Mundane Rune	13	1200	Regulus	10	100	Ochre	6	15	Ivory Brigade Clasp	2	4500	Rekuta	3	70				5000	30900	31000
Leyawiin Jewelry Box, Gilded		Epic	Jewelry	Parlor	Ochre	9	15	Mundane Rune	10	1200	Heartwood	7	1200	Ivory Brigade Clasp	2	4500	Zircon Plating	1	85000				5000	119535	120000
Leyawiin Jewelry Box, Iron Octopus		Epic	Jewelry	Parlor	Ochre	9	15	Mundane Rune	10	1200	Regulus	7	100	Ivory Brigade Clasp	2	4500	Zircon Plating	1	85000				5000	111835	112000
Leyawiin Kylix, Silver		Superior	Provisioning	Hearth	Decorative Wax	7	750	Regulus	6	100	Ivory Brigade Clasp	1	4500	Bervez Juice	3	150							2000	12800	13000
Leyawiin Lamp, Oil		Epic	Blacksmithing	Lighting	Regulus	13	100	Mundane Rune	10	1200	Ochre	6	15	Ivory Brigade Clasp	2	4500	Grain Solvent	3	700	Rakeipa	7	140	5000	30470	31000
Leyawiin Lamp, Oil Double		Epic	Blacksmithing	Lighting	Regulus	13	100	Mundane Rune	10	1200	Ochre	6	15	Ivory Brigade Clasp	2	4500	Grain Solvent	3	700	Rakeipa	7	140	5000	30470	31000
Leyawiin Lamp, Stationary		Superior	Blacksmithing	Lighting	Regulus	9	100	Mundane Rune	6	1200	Ivory Brigade Clasp	1	4500	Dwarven Oil	6	22	Rakeipa	4	140				2000	15292	16000
Leyawiin Lamppost, Floral Gilded		Epic	Blacksmithing	Lighting	Regulus	13	100	Heartwood	10	1200	Mundane Rune	7	1200	Ivory Brigade Clasp	2	4500	Grain Solvent	3	700	Rakeipa	7	140	5000	38780	39000
Leyawiin Lantern, Stationary		Fine	Blacksmithing	Lighting	Regulus	5	100	Ivory Brigade Clasp	1	4500	Honing Stone	9	16	Rakeipa	2	140							1000	6424	7000
Leyawiin Laundry, Stack		Superior	Clothing	Hearth	Bast	9	30	Alchemical Resin	6	30	Ivory Brigade Clasp	1	4500	Embroidery	6	21							2000	7076	8000
Leyawiin Lettuce, Leaf		Fine	Provisioning	Hearth	Decorative Wax	4	750	Ivory Brigade Clasp	1	4500	Greens	5	10										1000	8550	9000
Leyawiin Lightpost, Ornate		Legendary	Jewelry	Lighting	Ochre	15	15	Regulus	10	100	Mundane Rune	13	1200	Heartwood	11	1200	Rakeipa	10	140	Tempering Alloy	1	10000	10000	51425	52000
Leyawiin Meal, Clams		Superior	Provisioning	Hearth	Decorative Wax	7	750	Heartwood	6	1200	Ivory Brigade Clasp	1	4500	Bervez Juice	3	150	Fish	10	7				2000	19470	20000
Leyawiin Meal, Lobster		Superior	Provisioning	Hearth	Decorative Wax	7	750	Heartwood	6	1200	Ivory Brigade Clasp	1	4500	Bervez Juice	3	150	Fish	10	7				2000	19470	20000
Leyawiin Meal, Octopus		Superior	Provisioning	Hearth	Decorative Wax	7	750	Regulus	6	100	Ivory Brigade Clasp	1	4500	Bervez Juice	3	150	Fish	10	7				2000	12870	13000
Leyawiin Meal, Squid		Superior	Provisioning	Hearth	Decorative Wax	7	750	Regulus	6	100	Ivory Brigade Clasp	1	4500	Bervez Juice	3	150	Fish	10	7				2000	12870	13000
Leyawiin Meal, Vegetables		Superior	Provisioning	Hearth	Decorative Wax	7	750	Regulus	6	100	Ivory Brigade Clasp	1	4500	Bervez Juice	3	150	Greens	10	10				2000	12900	13000
Leyawiin Merchant Stall, Portable		Epic	Woodworking	Courtyard	Heartwood	13	1200	Regulus	10	100	Mundane Rune	7	1200	Ivory Brigade Clasp	2	4500	Mastic	3	1500				5000	43500	44000
Leyawiin Mug, Milk		Superior	Provisioning	Hearth	Decorative Wax	7	750	Regulus	6	100	Ivory Brigade Clasp	1	4500	Bervez Juice	3	150							2000	12800	13000
Leyawiin Nightstand, Formal		Superior	Woodworking	Suite	Heartwood	9	1200	Alchemical Resin	6	30	Ivory Brigade Clasp	1	4500	Turpen	6	30							2000	17660	18000
Leyawiin Nightstand, Sturdy		Fine	Woodworking	Suite	Heartwood	5	1200	Ivory Brigade Clasp	1	4500	Pitch	9	100										1000	12400	13000
Leyawiin Ox Cart, Sturdy		Superior	Woodworking	Courtyard	Heartwood	9	1200	Regulus	6	100	Ivory Brigade Clasp	1	4500	Turpen	6	30							2000	18080	19000
Leyawiin Pie, Octopus		Epic	Provisioning	Hearth	Decorative Wax	10	750	Regulus	10	100	Alchemical Resin	7	30	Ivory Brigade Clasp	2	4500	Frost Mirriam	3	70	Fish	15	7	5000	23025	24000
Leyawiin Pitcher, Cracked		Fine	Enchanting	Hearth	Mundane Rune	5	1200	Ivory Brigade Clasp	1	4500	Jejota	9	2										1000	11518	12000
Leyawiin Pitcher, Elegant		Epic	Enchanting	Hearth	Mundane Rune	13	1200	Regulus	10	100	Alchemical Resin	7	30	Ivory Brigade Clasp	2	4500	Rekuta	3	70				5000	31020	32000
Leyawiin Plate, Set		Fine	Woodworking	Hearth	Heartwood	5	1200	Ivory Brigade Clasp	1	4500	Pitch	9	100										1000	12400	13000
Leyawiin Plate, Utensils		Fine	Woodworking	Hearth	Heartwood	5	1200	Ivory Brigade Clasp	1	4500	Pitch	9	100										1000	12400	13000
Leyawiin Plates, Stack		Superior	Woodworking	Hearth	Heartwood	9	1200	Alchemical Resin	6	30	Ivory Brigade Clasp	1	4500	Turpen	6	30							2000	17660	18000
Leyawiin Platform, Huge Square		Superior	Enchanting	Structures	Mundane Rune	9	1200	Regulus	6	100	Ivory Brigade Clasp	1	4500	Denata	6	8							2000	17948	18000
Leyawiin Platform, Large Square		Superior	Enchanting	Structures	Mundane Rune	9	1200	Regulus	6	100	Ivory Brigade Clasp	1	4500	Denata	6	8							2000	17948	18000
Leyawiin Platform, Narrow Steps		Superior	Enchanting	Structures	Mundane Rune	9	1200	Regulus	6	100	Ivory Brigade Clasp	1	4500	Denata	6	8							2000	17948	18000
Leyawiin Platform, Wide Steps		Fine	Enchanting	Structures	Mundane Rune	5	1200	Ivory Brigade Clasp	1	4500	Jejota	9	2										1000	11518	12000
Leyawiin Platter, Seafood		Superior	Provisioning	Hearth	Decorative Wax	7	750	Heartwood	6	1200	Ivory Brigade Clasp	1	4500	Bervez Juice	3	150	Fish	10	7				2000	19470	20000
Leyawiin Post, Stone Garden		Fine	Enchanting	Structures	Mundane Rune	5	1200	Ivory Brigade Clasp	1	4500	Jejota	9	2										1000	11518	12000
Leyawiin Pot, Domed		Fine	Enchanting	Hearth	Mundane Rune	5	1200	Ivory Brigade Clasp	1	4500	Jejota	9	2										1000	11518	12000
Leyawiin Pot, Waves		Superior	Enchanting	Hearth	Mundane Rune	9	1200	Alchemical Resin	6	30	Ivory Brigade Clasp	1	4500	Denata	6	8							2000	17528	18000
Leyawiin Pot, Wide		Fine	Enchanting	Hearth	Mundane Rune	5	1200	Ivory Brigade Clasp	1	4500	Jejota	9	2										1000	11518	12000
Leyawiin Potted Plant, Aspen Sapling		Superior	Enchanting	Conservatory	Mundane Rune	9	1200	Alchemical Resin	6	30	Ivory Brigade Clasp	1	4500	Denata	6	8							2000	17528	18000
Leyawiin Rug, Carmine Octad		Superior	Clothing	Parlor	Bast	9	30	Alchemical Resin	6	30	Ivory Brigade Clasp	1	4500	Embroidery	6	21							2000	7076	8000
Leyawiin Sconce, Gilded Lantern		Epic	Blacksmithing	Lighting	Regulus	13	100	Heartwood	10	1200	Mundane Rune	7	1200	Ivory Brigade Clasp	2	4500	Grain Solvent	3	700	Rakeipa	7	140	5000	38780	39000
Leyawiin Sconce, Lantern		Superior	Woodworking	Lighting	Heartwood	9	1200	Regulus	6	100	Ivory Brigade Clasp	1	4500	Turpen	6	30	Rakeipa	4	140				2000	18640	19000
Leyawiin Serving Pot, Lobster Stew		Epic	Blacksmithing	Hearth	Decorative Wax	10	750	Regulus	10	100	Alchemical Resin	7	30	Ivory Brigade Clasp	2	4500	Frost Mirriam	3	70	Fish	15	7	5000	23025	24000
