Name	Quality	Category	Resin	Wax	Ochre	Rune	Wood	Regulus	Bast	Pelt	Patch	Mat Sum
Nord Hutch, Rough	Fine	Hearth					5.0	3.0			Homestead	8.0
Nord Lamppost, Stone	Epic	Lighting	6.0				9.0	11.0			Homestead	26.0
Nord Lantern, Cage	Fine	Lighting		3.0				6.0			Homestead	9.0
Nord Lantern, Hanging	Superior	Lighting		5.0		6.0		10.0			Homestead	21.0
Nord Nightstand, Braced	Epic	Suite		7.0			11.0	8.0			Homestead	26.0
Nord Nightstand, Rough	Fine	Suite					6.0				Homestead	6.0
Nord Pot, Ceramic	Fine	Hearth		5.0							Homestead	5.0
Nord Pot, Covered	Fine	Hearth		4.0				7.0			Homestead	11.0
Nord Pot, Empty	Superior	Hearth		7.0		6.0					Homestead	13.0
Nord Pot, Stew	Fine	Hearth		6.0				5.0			Homestead	11.0
Nord Rack, Wine	Superior	Hearth	7.0	6.0			10.0				Homestead	23.0
Nord Rug, Bearskin	Epic	Parlor	7.0	9.0						12.0	Homestead	28.0
Nord Shelf, Braced	Fine	Library					5.0				Homestead	5.0
Nord Shelf, Wall	Fine	Library					5.0				Homestead	5.0
Nord Stool, Braced	Superior	Workshop		5.0			7.0				Homestead	12.0
Nord Stool, Rough	Fine	Workshop					4.0				Homestead	4.0
Nord Streetlamps, Stone	Epic	Lighting	6.0				9.0	12.0			Homestead	27.0
Nord Table, Braced	Superior	Dining	5.0				7.0				Homestead	12.0
Nord Table, Dining	Superior	Dining					8.0		5.0		Homestead	13.0
Nord Table, Formal	Epic	Dining		7.0		8.0	11.0				Homestead	26.0
Nord Table, Game	Epic	Parlor	8.0	7.0			11.0				Homestead	26.0
Nord Table, Great	Epic	Dining	7.0	7.0			10.0				Homestead	24.0
Nord Table, Kitchen	Fine	Dining					5.0				Homestead	5.0
Nord Table, Round	Superior	Parlor		5.0			8.0		5.0		Homestead	18.0
Nord Tapestry, Dragon	Superior	Parlor				6.0			9.0		Homestead	15.0
Nord Tapestry, Ship	Epic	Parlor		9.0		7.0			12.0		Homestead	28.0
Nord Torch, Triple	Fine	Lighting	3.0				5.0				Homestead	8.0
Nord Trestle, Braced	Superior	Dining	5.0				7.0				Homestead	12.0
Nord Trestle, Tied	Epic	Dining		7.0		9.0	12.0				Homestead	28.0
Nord Trunk, Buckled	Epic	Suite				7.0	12.0	9.0			Homestead	28.0
Nord Trunk, Faded	Superior	Suite				5.0	9.0	5.0			Homestead	19.0
Nord Trunk, Heavy	Fine	Suite					7.0				Homestead	7.0
Nord Urn, Braided	Epic	Hearth		10.0		8.0		6.0			Homestead	24.0
Nord Urn, Ceramic	Fine	Hearth		4.0							Homestead	4.0
Nord Vase, Bent	Superior	Parlor		7.0		6.0					Homestead	13.0
Obelisk, Lord Hircine Ritual	Superior		7.0			10.0					Wolfhunter	17.0
Oranges, Bunch	Superior	Hearth	6.0	8.0							Homestead	14.0
Orcish Armchair, Peaked	Superior	Dining					9.0	6.0			Homestead	15.0
Orcish Armoire, Peaked	Epic	Suite				7.0	11.0	8.0			Homestead	26.0
Orcish Backpack	Epic	Hearth					9.0	6.0		11.0	Homestead	26.0
Orcish Banner, Faded	Fine	Parlor					3.0			5.0	Homestead	8.0
Orcish Banner, Hammer Fist	Superior	Parlor						5.0	11.0		Homestead	16.0
Orcish Banner, Worn	Fine	Parlor					4.0			6.0	Homestead	10.0
Orcish Bar, Long Block	Fine	Dining					5.0				Homestead	5.0
Orcish Bar, Long Branded Block	Superior	Dining					7.0				Homestead	7.0
Orcish Bar, Side	Fine	Dining				3.0	7.0	4.0			Homestead	14.0
Orcish Bed, Peaked	Epic	Suite				6.0	12.0	6.0		8.0	Homestead	32.0
Orcish Bedding, Fur	Fine	Suite								6.0	Homestead	6.0
Orcish Bedding, Peaked	Superior	Suite					10.0	5.0		6.0	Homestead	21.0
Orcish Bedding, Stone	Fine	Suite				7.0				4.0	Homestead	11.0
Orcish Bench, Cabled	Fine	Dining					7.0				Homestead	7.0
Orcish Bookcase, Peaked	Epic	Library				8.0	11.0	7.0			Homestead	26.0
Orcish Bookshelf, Engraved	Superior	Library				7.0	4.0				Homestead	11.0
Orcish Bookshelf, Peaked	Epic	Library				7.0	11.0				Homestead	18.0
Orcish Bowl, Buffed	Epic	Hearth	7.0	8.0							Homestead	15.0
Orcish Bowl, Rugged	Fine	Hearth		6.0				4.0			Homestead	10.0
Orcish Bowl, Stone	Superior	Hearth				10.0		6.0			Homestead	16.0
Orcish Brazier, Bordered	Epic	Lighting	7.0			8.0		11.0			Homestead	26.0
Orcish Brazier, Floor	Epic	Lighting	6.0			8.0		10.0			Homestead	24.0
Orcish Brazier, Hanging	Epic	Lighting	8.0			8.0		12.0			Homestead	28.0
Orcish Brazier, Pedestal	Superior	Lighting		5.0		8.0		10.0			Homestead	23.0
Orcish Brazier, Pillar	Epic	Lighting	12.0			8.0		8.0			Homestead	28.0
Orcish Brazier, Smoldering	Fine	Lighting				5.0	3.0				Homestead	8.0
Orcish Brazier, Tabletop	Epic	Lighting	6.0			10.0		12.0			Homestead	28.0
Orcish Bucket, Cistern	Superior	Hearth					6.0				Homestead	6.0
Orcish Bunkbed, Leather	Superior	Suite					9.0			6.0	Homestead	15.0
Orcish Cabinet, Bedside	Epic	Suite				10.0	8.0				Homestead	18.0
Orcish Cabinet, Branded	Superior	Hearth				5.0	9.0	7.0			Homestead	21.0
Orcish Cabinet, Engraved	Epic	Hearth				8.0	10.0	6.0			Homestead	24.0
Orcish Candle Sconce, Horn	Epic	Lighting		10.0		7.0		6.0			Homestead	23.0
Orcish Candleholder, Horn	Epic	Lighting		9.0		6.0	11.0				Homestead	26.0
Orcish Candlestick, Horn	Epic	Lighting		9.0		7.0	12.0				Homestead	28.0
Orcish Canister, Rugged	Fine	Hearth		6.0							Homestead	6.0
Orcish Canopy, Shingled	Superior	Structures	7.0				8.0			12.0	Homestead	27.0
Orcish Capsule, Sealed	Epic	Hearth		9.0		7.0		6.0			Homestead	22.0
Orcish Carpet, Fringed	Fine	Parlor				5.0				7.0	Homestead	12.0
Orcish Cask, Rugged	Fine	Hearth		7.0							Homestead	7.0
Orcish Cauldron, Sealed	Epic	Undercroft				7.0		11.0			Homestead	18.0
Orcish Chair, Peaked	Epic	Dining					8.0	4.0			Homestead	12.0
Orcish Chandelier, Practical	Superior	Lighting	7.0	6.0				10.0			Homestead	23.0
Orcish Chandelier, Spiked	Epic	Lighting		7.0		9.0		12.0			Homestead	28.0
Orcish Chest, Buckled	Epic	Suite				8.0	6.0	10.0			Homestead	24.0
Orcish Coffer, Bolted	Epic	Suite				7.0	11.0	8.0			Homestead	26.0
Orcish Counter, Block	Fine	Dining				5.0	7.0	3.0			Homestead	15.0
Orcish Counter, Branded	Superior	Dining					8.0	5.0			Homestead	13.0
Orcish Counter, Corner	Epic	Dining				8.0	10.0	6.0			Homestead	24.0
Orcish Counter, Island Stall	Fine	Dining				4.0	7.0	3.0			Homestead	14.0
Orcish Cradle, Peaked	Epic	Suite					10.0	7.0		7.0	Homestead	24.0
Orcish Cupboards, Peaked	Epic	Hearth				6.0	11.0	7.0			Homestead	24.0
Orcish Curtain, Curved	Superior	Suite					5.0	5.0		9.0	Homestead	19.0
Orcish Curtain, Folding	Superior	Suite				6.0	8.0	5.0			Homestead	19.0
Orcish Desk, Engraved	Superior	Library				8.0	4.0	4.0			Homestead	16.0
Orcish Divider, Curved	Epic	Suite				12.0	8.0	8.0			Homestead	28.0
Orcish Divider, Folded	Epic	Suite				7.0	11.0	8.0			Homestead	26.0
Orcish Dresser, Engraved	Epic	Suite				11.0	7.0	6.0			Homestead	24.0
Orcish Dresser, Open	Superior	Suite				8.0	5.0				Homestead	13.0
Orcish Footlocker, Buckled	Superior	Suite					7.0	10.0			Homestead	17.0
Orcish Goblet, Stone	Superior	Hearth		7.0				5.0			Homestead	12.0
Orcish Hutch, Engraved	Epic	Hearth				9.0	7.0				Homestead	16.0
Orcish Hutch, Storage	Epic	Hearth	7.0			8.0	11.0				Homestead	26.0
Orcish Knife, Kitchen	Epic	Hearth	6.0				9.0	11.0			Homestead	26.0
Orcish Lantern, Hanging	Superior	Lighting		5.0		5.0		8.0			Homestead	18.0
Orcish Lantern, Hooded	Fine	Lighting	4.0					6.0			Homestead	10.0
Orcish Mirror, Peaked	Epic	Suite	11.0				8.0	7.0			Homestead	26.0
Orcish Mug, Horn	Epic	Hearth		7.0			10.0				Homestead	17.0
Orcish Mug, Rugged	Fine	Hearth						5.0			Homestead	5.0
Orcish Nightstand, Engraved	Epic	Suite				6.0	10.0	8.0			Homestead	24.0
Orcish Nightstand, Open	Superior	Suite				7.0					Homestead	7.0
Orcish Pew, Peaked	Superior	Dining					8.0	5.0			Homestead	13.0
Orcish Plate, Stone	Superior	Hearth				9.0		6.0			Homestead	15.0
Orcish Platform, Block	Fine	Structures	3.0				7.0	4.0			Homestead	14.0
Orcish Platform, Stage	Superior	Structures	5.0				7.0	5.0			Homestead	17.0
Orcish Platter, Serving	Epic	Hearth		8.0				6.0			Homestead	14.0
Orcish Sack, Bean	Superior	Hearth		6.0					9.0		Homestead	15.0
Orcish Sack, Flour	Superior	Hearth		6.0						9.0	Homestead	15.0
Orcish Sack, Grain	Superior	Hearth		6.0						10.0	Homestead	16.0
Orcish Saucer, Stone	Superior	Hearth				9.0		6.0			Homestead	15.0
Orcish Sconce, Bordered	Epic	Lighting	6.0			9.0		11.0			Homestead	26.0
Orcish Sconce, Caged	Superior	Lighting				7.0	5.0	9.0			Homestead	21.0
Orcish Sconce, Scrolled	Epic	Lighting	7.0			7.0		10.0			Homestead	24.0
Orcish Shelf, Long	Fine	Library					5.0				Homestead	5.0
Orcish Shelf, Short	Fine	Library					6.0	4.0			Homestead	10.0
Orcish Shelter, Shingled	Superior	Structures					6.0	4.0		10.0	Homestead	20.0
Orcish Shelves, Braced	Fine	Library					7.0	4.0			Homestead	11.0
Orcish Shelves, Storage	Epic	Library					9.0	6.0			Homestead	15.0
Orcish Sideboard, Engraved	Epic	Hearth				11.0	9.0	6.0			Homestead	26.0
Orcish Skull Goblet, Full	Legendary	Hearth	11.0	11.0		11.0		15.0			Homestead	48.0
Orcish Statue, Strength	Epic	Courtyard	8.0			12.0		8.0			Homestead	28.0
Orcish Stein, Horn	Epic	Hearth		7.0			9.0				Homestead	16.0
Orcish Stool, Cabled	Fine	Workshop					6.0	3.0			Homestead	9.0
Orcish Strongbox, Buckled	Epic	Suite				7.0	8.0	11.0			Homestead	26.0
Orcish Table with Fur	Legendary	Dining				15.0	13.0			15.0	Homestead	43.0
Orcish Table, Block	Fine	Dining					7.0	4.0			Homestead	11.0
Orcish Table, Braced Formal	Fine	Dining					6.0	3.0			Homestead	9.0
Orcish Table, Braced Kitchen	Fine	Dining					7.0	5.0			Homestead	12.0
Orcish Table, Engraved	Superior	Dining				7.0	4.0				Homestead	11.0
Orcish Table, Formal	Superior	Dining				8.0	5.0	5.0			Homestead	18.0
Orcish Table, Game	Epic	Parlor				12.0	8.0	8.0			Homestead	28.0
Orcish Table, Grand	Epic	Dining				12.0	8.0	8.0			Homestead	28.0
Orcish Table, Kitchen	Superior	Dining				6.0	4.0				Homestead	10.0
Orcish Tapestry, Axe	Epic	Parlor	8.0			8.0				12.0	Homestead	28.0
Orcish Tapestry, Heroes	Epic	Parlor	8.0			9.0				13.0	Homestead	30.0
Orcish Tapestry, Hunt	Epic	Parlor	9.0			7.0			12.0		Homestead	28.0
Orcish Tapestry, Spear	Legendary	Parlor	11.0	11.0		11.0			15.0		Homestead	48.0
Orcish Tapestry, Sword	Epic	Parlor	8.0			8.0				12.0	Homestead	28.0
Orcish Tapestry, War	Epic	Parlor	7.0	6.0		8.0				13.0	Homestead	34.0
Orcish Tent, Shingled	Fine	Structures					7.0			3.0	Homestead	10.0
Orcish Throne, Engraved	Legendary	Gallery				15.0	13.0	13.0			Homestead	41.0
Orcish Throne, Peaked	Legendary	Gallery				13.0	15.0	13.0			Homestead	41.0
Orcish Throne, Stone	Legendary	Gallery				15.0	13.0	13.0			Homestead	41.0
Orcish Trestle, Engraved	Superior	Dining				6.0	4.0				Homestead	10.0
Orcish Trunk, Braced	Fine	Suite					7.0	3.0			Homestead	10.0
Orcish Trunk, Buckled	Epic	Suite				8.0	7.0	11.0			Homestead	26.0
Orcish Trunk, Heavy	Superior	Suite					6.0	9.0			Homestead	15.0
Orcish Urn, Ceramic	Superior	Hearth		6.0		4.0					Homestead	10.0
Orcish Urn, Sealed	Epic	Hearth		7.0		8.0		11.0			Homestead	26.0
Orcish Vessel, Sealed	Epic	Undercroft	6.0	6.0				10.0			Homestead	22.0
Orcish Vessel, Sealed Ceramic	Superior	Undercroft		6.0							Homestead	6.0
Orcish Wash Tub	Fine	Hearth					4.0				Homestead	4.0
Peaches, Bunch	Superior	Hearth	6.0	8.0							Homestead	14.0
Pie Dish, Display	Epic	Hearth	8.0	10.0				6.0			Homestead	24.0
Pie Dish, Empty	Superior	Hearth		5.0				8.0			Homestead	13.0
Plums, Bunch	Superior	Hearth	6.0	8.0							Homestead	14.0
Podium, Skinning	Legendary	Workshop	13.0				15.0			15.0	Homestead	43.0
Pot Pie, Display	Superior	Hearth	5.0	7.0							Homestead	12.0
Potato, Wax	Fine	Hearth		3.0							Homestead	3.0
Pottery Wheel, Ever-turning	Legendary	Workshop	12.0	11.0		15.0		11.0			Elsweyr	49.0
Provisioning Station, Elsweyr Grill	Legendary	Services	10.0	11.0		13.0		15.0			Scalebreaker	49.0
Provisioning Station, Solitude Grill	Legendary	Services		11.0		11.0	13.0	15.0			Flames of Ambition	50.0
Psijic Banner	Superior	Parlor	5.0			5.0			9.0		Summerset	19.0
Psijic Banner, Large	Epic	Parlor	8.0			8.0			12.0		Summerset	28.0
Psijic Chair, Arched	Fine	Dining			3.0	7.0	2.0				Summerset	12.0
Psijic Lighting Globe, Large	Epic	Lighting	10.0	6.0		12.0					Summerset	28.0
Psijic Lighting Globe, Small	Superior	Lighting	6.0			9.0					Summerset	15.0
Psijic Table, Grand	Legendary	Dining	13.0		10.0	15.0					Summerset	38.0
Psijic Table, Scalloped	Epic	Dining	8.0		8.0	12.0					Summerset	28.0
Psijic Table, Six-Fold Symmetry	Epic	Dining	8.0		8.0	12.0					Summerset	28.0
Psijic Table, Small	Superior	Dining	6.0		6.0	10.0	3.0				Summerset	25.0
Pumpkin, Display	Fine	Hearth		3.0							Homestead	3.0
Radish, Wax	Fine	Hearth		3.0							Homestead	3.0
Reachmen Chandelier, Gnarled	Epic	Lighting			6.0	10.0	13.0				Markarth	29.0
Reachmen Chandelier, Shaded	Superior	Lighting			5.0		9.0				Markarth	14.0
Reachmen Pergola, Ivy	Superior	Structures					9.0		6.0		Markarth	15.0
Redguard Amphora, Polished	Superior	Hearth	5.0	7.0				5.0			Homestead	17.0
Redguard Armchair, Cushioned	Superior	Dining					7.0		10.0		Homestead	17.0
Redguard Armchair, Slatted	Fine	Dining					6.0				Homestead	6.0
Redguard Armchair, Starry	Epic	Dining				6.0	9.0		11.0		Homestead	26.0
Redguard Awning, Desert Flame	Superior	Structures					5.0		8.0		Homestead	13.0
Redguard Awning, Oasis	Superior	Structures	8.0				8.0		12.0		Homestead	28.0
Redguard Banner, Post	Fine	Parlor					5.0				Homestead	5.0
Redguard Bar, Long Cabinet	Fine	Dining					6.0				Homestead	6.0
Redguard Basket, Closed	Superior	Hearth	5.0						7.0		Homestead	12.0
Redguard Bed, Full	Fine	Suite					6.0		4.0		Homestead	10.0
Redguard Bed, Full Arched	Superior	Suite					5.0		7.0		Homestead	12.0
Redguard Bed, Full Lattice	Epic	Suite					12.0	8.0	8.0		Homestead	28.0
Redguard Bed, Wide	Fine	Suite					6.0		4.0		Homestead	10.0
Redguard Bed, Wide Canopy	Epic	Suite					8.0	8.0	12.0		Homestead	28.0
Redguard Bed, Wide Grand	Superior	Suite					6.0		9.0		Homestead	15.0
Redguard Bench, Padded	Epic	Dining					8.0	6.0	10.0		Homestead	24.0
Redguard Bench, Slatted	Fine	Dining					5.0				Homestead	5.0
Redguard Bin, Roped	Fine	Workshop					5.0		3.0		Homestead	8.0
Redguard Bin, Sealed	Fine	Workshop					5.0				Homestead	5.0
Redguard Bookcase, Arched	Superior	Library	6.0			8.0	10.0				Homestead	24.0
Redguard Bookcase, Full	Epic	Library	8.0			9.0	13.0				Homestead	30.0
Redguard Bookcase, Piled	Epic	Library	8.0			8.0	12.0				Homestead	28.0
Redguard Bottle, Delicate	Epic	Hearth	11.0			7.0		8.0			Homestead	26.0
Redguard Bottle, Stained Glass	Epic	Hearth	10.0	7.0				7.0			Homestead	24.0
Redguard Bowl, Gilded	Epic	Hearth		6.0		10.0		7.0			Homestead	23.0
Redguard Bowl, Hanging Star	Superior	Hearth	6.0	5.0				10.0			Homestead	21.0
Redguard Brazier, Enchanted	Epic	Lighting	9.0			7.0		12.0			Homestead	28.0
Redguard Brazier, Garish	Epic	Lighting	8.0			8.0		12.0			Homestead	28.0
Redguard Brazier, Robust	Superior	Lighting				6.0	4.0	9.0			Homestead	19.0
Redguard Cabinet, Inlaid	Superior	Library				5.0	10.0	5.0			Homestead	20.0
Redguard Candelabra, Polished	Epic	Lighting	8.0	7.0				11.0			Homestead	26.0
Redguard Candelabra, Practical	Fine	Lighting		3.0			6.0				Homestead	9.0
Redguard Candelabra, Twisted	Epic	Lighting	7.0			7.0		10.0			Homestead	24.0
Redguard Candleholder, Polished	Superior	Lighting		5.0			9.0	7.0			Homestead	21.0
Redguard Candleholder, Practical	Fine	Lighting		4.0				7.0			Homestead	11.0
Redguard Candlestick, Polished	Superior	Lighting	7.0	6.0			10.0				Homestead	23.0
Redguard Candlestick, Practical	Fine	Lighting					4.0				Homestead	4.0
Redguard Cannister, Gilded	Epic	Hearth	8.0			7.0		11.0			Homestead	26.0
Redguard Canopy, Dawn	Superior	Structures					6.0		9.0		Homestead	15.0
Redguard Canopy, Stars	Epic	Structures	8.0				7.0		11.0		Homestead	26.0
Redguard Caravan, Cargo	Epic	Courtyard					12.0	8.0	8.0		Homestead	28.0
Redguard Caravan, Merchant	Epic	Courtyard					11.0	6.0	7.0		Homestead	24.0
Redguard Caravan, Practical	Superior	Courtyard					9.0	5.0	5.0		Homestead	19.0
Redguard Carpet, Dunes	Superior	Parlor	6.0						9.0		Homestead	15.0
Redguard Carpet, Mirage	Epic	Parlor	9.0			7.0			12.0		Homestead	28.0
Redguard Carpet, Oasis	Epic	Parlor	9.0			7.0			12.0		Homestead	28.0
Redguard Carriage, Merchant	Superior	Courtyard	5.0				10.0	8.0			Homestead	23.0
Redguard Carriage, Practical	Fine	Courtyard					6.0	4.0			Homestead	10.0
Redguard Cart, Practical	Fine	Courtyard					7.0	4.0			Homestead	11.0
Redguard Cart, Work	Fine	Courtyard					6.0	4.0			Homestead	10.0
Redguard Cask, Sealed	Superior	Workshop	5.0	5.0			7.0				Homestead	17.0
Redguard Cauldron, Clawfoot	Superior	Undercroft		5.0				8.0			Homestead	13.0
Redguard Censer, Hanging Bell	Epic	Undercroft	8.0			8.0		12.0			Homestead	28.0
Redguard Censer, Hanging Bulb	Epic	Undercroft		8.0		8.0		12.0			Homestead	28.0
Redguard Censer, Hanging Disc	Epic	Undercroft	6.0	6.0		8.0		12.0			Homestead	32.0
Redguard Censer, Hanging Horn	Epic	Undercroft		8.0		8.0		12.0			Homestead	28.0
Redguard Chair, Backless	Fine	Dining					5.0				Homestead	5.0
Redguard Chair, Slatted	Fine	Dining					4.0				Homestead	4.0
Redguard Chair, Starry	Epic	Dining				6.0	9.0		11.0		Homestead	26.0
Redguard Chalice, Empty	Epic	Hearth	8.0			8.0		12.0			Homestead	28.0
Redguard Chalice, Full	Epic	Hearth		8.0		8.0		12.0			Homestead	28.0
Redguard Chandelier, Dark	Epic	Lighting	6.0			10.0		12.0			Homestead	28.0
Redguard Chandelier, Grated	Epic	Lighting		8.0		8.0		12.0			Homestead	28.0
Redguard Chandelier, Polished	Epic	Lighting	8.0			9.0		13.0			Homestead	30.0
Redguard Chandelier, Polished Grated	Epic	Lighting	8.0			8.0		12.0			Homestead	28.0
Redguard Couch, Bolted	Fine	Parlor					6.0				Homestead	6.0
Redguard Couch, Padded	Superior	Parlor					6.0		8.0		Homestead	14.0
Redguard Couch, Slatted	Epic	Parlor					9.0	6.0	11.0		Homestead	26.0
Redguard Counter, Bar Island	Epic	Dining	6.0	7.0		7.0	12.0				Homestead	32.0
Redguard Counter, Block Island	Epic	Dining	6.0	7.0		7.0	12.0				Homestead	32.0
Redguard Counter, Cabinet	Superior	Dining					8.0	5.0			Homestead	13.0
Redguard Counter, Corner	Superior	Dining					8.0	5.0			Homestead	13.0
Redguard Counter, Grill	Epic	Dining		7.0		7.0	13.0	7.0			Homestead	34.0
Redguard Cup, Empty	Fine	Hearth						4.0			Homestead	4.0
Redguard Cup, Full	Fine	Hearth		4.0				4.0			Homestead	8.0
Redguard Cupboard, Lattice	Superior	Hearth	5.0				8.0	5.0			Homestead	18.0
Redguard Cupboard, Sturdy	Epic	Hearth		6.0		7.0	9.0				Homestead	22.0
Redguard Curtain, Desert Rose	Fine	Parlor							6.0		Homestead	6.0
Redguard Curtain, Smoky	Fine	Parlor							5.0		Homestead	5.0
Redguard Decanter, Delicate	Epic	Hearth	10.0			7.0		7.0			Homestead	24.0
Redguard Decanter, Glass	Epic	Hearth	10.0	7.0				7.0			Homestead	24.0
Redguard Desk, Bolted	Epic	Library	7.0				11.0	8.0			Homestead	26.0
Redguard Desk, Florid	Superior	Library				4.0	6.0				Homestead	10.0
Redguard Desk, Sturdy	Fine	Library					7.0	4.0			Homestead	11.0
Redguard Divider, Florid	Superior	Suite					10.0	6.0			Homestead	16.0
Redguard Divider, Lattice	Epic	Suite				8.0	12.0	8.0			Homestead	28.0
Redguard Enclosure, Arc	Epic	Dining	6.0	6.0		12.0		6.0			Homestead	30.0
Redguard End Table, Inlaid	Superior	Parlor	6.0			6.0	10.0	6.0			Homestead	28.0
Redguard End Table, Oasis	Superior	Parlor				5.0	9.0	5.0			Homestead	19.0
Redguard End Table, Tea	Epic	Parlor	7.0			7.0	10.0				Homestead	24.0
Redguard Firepit, Stone	Epic	Lighting	9.0			13.0	8.0				Homestead	30.0
Redguard Footlocker, Braced	Superior	Suite					10.0	7.0			Homestead	17.0
Redguard Footstool, Starry	Epic	Workshop				7.0	8.0		11.0		Homestead	26.0
Redguard Goblet, Empty	Superior	Hearth	5.0					8.0			Homestead	13.0
Redguard Goblet, Full	Superior	Hearth	4.0	5.0				8.0			Homestead	17.0
Redguard Hourglass of Desert Sands	Epic	Parlor	11.0				7.0	8.0			Homestead	26.0
Redguard Jar, Baroque	Epic	Hearth		8.0		12.0		8.0			Homestead	28.0
Redguard Jar, Oasis	Epic	Hearth		8.0		11.0		7.0			Homestead	26.0
Redguard Kabobs, Plate	Superior	Hearth	4.0	8.0				5.0			Homestead	17.0
Redguard Kabobs, Wax	Fine	Hearth		3.0							Homestead	3.0
Redguard Keg, Hefty	Superior	Hearth	5.0				7.0		5.0		Homestead	17.0
Redguard Lamp, Caged	Epic	Lighting	11.0	6.0				9.0			Homestead	26.0
Redguard Lantern, Caged	Epic	Lighting	11.0			9.0		6.0			Homestead	26.0
Redguard Lantern, Caged Stand	Epic	Lighting	11.0	7.0				8.0			Homestead	26.0
Redguard Lantern, Cannister	Epic	Lighting	11.0			6.0		9.0			Homestead	26.0
Redguard Lantern, Delicate	Epic	Lighting	11.0			7.0		8.0			Homestead	26.0
Redguard Mat, Desert	Epic	Parlor	6.0	8.0					10.0		Homestead	24.0
Redguard Mat, Desert Sun	Epic	Parlor	8.0			7.0			11.0		Homestead	26.0
Redguard Mat, Meditation	Epic	Parlor	8.0			7.0			11.0		Homestead	26.0
Redguard Mat, Mirage	Epic	Parlor	8.0			7.0			11.0		Homestead	26.0
Redguard Mat, Starburst	Epic	Parlor	7.0	7.0					10.0		Homestead	24.0
Redguard Mat, Sunrise	Epic	Parlor	8.0	6.0					10.0		Homestead	24.0
Redguard Mat, Sunset	Superior	Parlor	5.0						9.0		Homestead	14.0
Redguard Mug, Empty	Superior	Hearth				5.0		8.0			Homestead	13.0
Redguard Mug, Full	Superior	Hearth		4.0		5.0		8.0			Homestead	17.0
Redguard Nightstand, Bolted	Epic	Suite				8.0	12.0	8.0			Homestead	28.0
Redguard Nightstand, Florid	Superior	Suite					9.0	7.0			Homestead	16.0
Redguard Nightstand, Sturdy	Fine	Suite					5.0				Homestead	5.0
Redguard Pillow Roll, Desert Flame	Epic	Suite	8.0	6.0					10.0		Dragon Bones	24.0
Redguard Pillow Roll, Oasis	Epic	Suite	9.0	8.0					13.0		Homestead	30.0
Redguard Pillow, Florid Flames	Epic	Suite	6.0	7.0					9.0		Dragon Bones	22.0
Redguard Pillow, Florid Oasis	Epic	Suite	8.0	8.0					12.0		Homestead	28.0
Redguard Pillow, Florid Sunset	Epic	Suite	7.0	6.0					9.0		Homestead	22.0
Redguard Pillow, Lattice Flames	Epic	Suite	7.0	7.0					10.0		Dragon Bones	24.0
Redguard Pillow, Oasis	Epic	Suite	7.0	7.0					10.0		Homestead	24.0
Redguard Pillow, Sunset	Epic	Suite	7.0	7.0					10.0		Homestead	24.0
Redguard Pot, Capped	Fine	Hearth		5.0				3.0			Homestead	8.0
Redguard Pot, Ceramic	Fine	Hearth		5.0							Homestead	5.0
Redguard Pot, Hanging Brushed	Fine	Hearth						4.0			Homestead	4.0
Redguard Pot, Hanging Garish	Epic	Hearth	7.0	6.0		7.0		12.0			Homestead	32.0
Redguard Pot, Hanging Mosaic	Epic	Hearth	6.0	10.0				7.0			Homestead	23.0
Redguard Pot, Lacquered	Superior	Hearth		7.0				5.0			Homestead	12.0
Redguard Pot, Mosaic	Epic	Hearth	6.0	9.0				7.0			Homestead	22.0
Redguard Pot, Sealed	Fine	Hearth		5.0				3.0			Homestead	8.0
Redguard Rack, Barrel	Fine	Hearth					6.0	3.0			Homestead	9.0
Redguard Runner, Oasis	Epic	Parlor	7.0	7.0					10.0		Homestead	24.0
Redguard Runner, Sun	Superior	Parlor	5.0	5.0					10.0		Homestead	20.0
